nombre,img_url,familia,sinonimos,habito,origen,distribuicion,rango,paiseslimitrofes,nombre_comun,notas
Senecio reicheanus Cabrera,http://catalogoplantas.udec.cl/sites/default/files/2463_1.jpg,Asteraceae,"",Subarbusto,Nativa,"Arica y Parinacota (AYP), Tarapacá (TAR), Antofagasta (ANT)",3600 m.,Bolivia,-,-
Senecio renjifoanus Phil.,-,Asteraceae,"",Subarbusto,Nativa,Metropolitana (RME),1600-3300 m.,Argentina,-,-
Senecio ricardii Martic. & Quezada,-,Asteraceae,"",Arbusto,Endémica,"Arica y Parinacota (AYP), Atacama (ATA)",3100-3400 m.,-,-,-
Senecio santelicis Phil.,-,Asteraceae,Senecio crispus Phil. var. santelisis (Phil.) Reiche,Arbusto,Nativa,"Antofagasta (ANT), Atacama (ATA)",3500-4600 m.,Argentina,-,-
Senecio santiagoensis Kuntze,-,Asteraceae,Senecio leucanthemifolius Phil.,Subarbusto,Endémica,Metropolitana (RME),2300-2500 m.,-,-,-
Senecio saxicola Wedd.,-,Asteraceae,"",Subarbusto,Nativa,Atacama (ATA),200-300 m.,Perú,-,-
Senecio schoenemannii Phil.,-,Asteraceae,"",Subarbusto,Endémica,Maule (MAU),1300 m.,-,-,-
Senecio scopulorum Poepp.,-,Asteraceae,"",Hierba o subarbusto perenne,Endémica,Biobío (BIO),900-1500 m.,-,-,-
Senecio scorzonerifolius Meyen & Walp.,-,Asteraceae,Senecio armeriifolius Phil.,Hierba perenne,Nativa,"Arica y Parinacota (AYP), Tarapacá (TAR), Antofagasta (ANT), Atacama (ATA)",4400-4600 m.,Argentina y Perú,Romerillo chico,-
Senecio segethii Phil.,-,Asteraceae,Senecio peraltae Phil.,Hierba perenne,Nativa,"Atacama (ATA), Coquimbo (COQ)",2000-4100 m.,Argentina,-,-
Senecio sericeonitens Speg.,-,Asteraceae,"Senecio patagonicus Phil., hom. illeg.",Arbusto,Nativa,"Araucanía (ARA), Los Lagos (LLA), Aysén (AIS), Magallanes (MAG)",700-2000 m.,Argentina,-,-
Senecio serratifolius (Meyen & Walp.) Cuatrec.,-,Asteraceae,"Senecio cernuus Phil., hom. illeg.",Hierba perenne,Nativa,"Arica y Parinacota (AYP), Tarapacá (TAR), Antofagasta (ANT)",4000-5000 m.,"Argentina, Bolivia y Perú",-,-
Senecio sinuatilobus DC.,http://catalogoplantas.udec.cl/sites/default/files/2475_1.jpg,Asteraceae,Senecio mollis Poepp. ex DC.,Arbusto,Endémica,"Coquimbo (COQ), Valparaíso (VAL), Metropolitana (RME), O'Higgins (LBO), Maule (MAU)",0-1500 m.,-,-,-
Senecio skottsbergii Cabrera var. anomalus Cabrera,-,Asteraceae,"",Subarbusto,Endémica,Aysén (AIS),0-100 m.,-,-,-
Senecio skottsbergii Cabrera var. skottsbergii,-,Asteraceae,"",Subarbusto,Nativa,"Aysén (AIS), Magallanes (MAG)",600-1800 m.,Argentina,-,-
Senecio smithii DC.,-,Asteraceae,"Brachypappus smithii (DC.) Sch. Bip., Senecio verbascifolius Hombr. & Jacquinot ex Decne, Senecio kurtzii Phil., Senecio punctarenicus Krause, Cineraria leucanthema Banks & Sol. ex Walp.",Hierba perenne,Nativa,"Araucanía (ARA), Los Ríos (LRI), Los Lagos (LLA), Aysén (AIS), Magallanes (MAG)",0-2100 m.,Argentina,-,-
Senecio socompae Cabrera,-,Asteraceae,"",Subarbusto,Nativa,Antofagasta (ANT),3500-4000 m.,Argentina,-,-
Senecio spinosus DC.,-,Asteraceae,"",Arbusto,Nativa,"Arica y Parinacota (AYP), Tarapacá (TAR)",3400-4600 m.,Perú,"Añawaya, kaylla, espina, tola de espino, té del cuerno",-
Senecio subauritus Phil.,-,Asteraceae,"",Subarbusto,Endémica,"Biobío (BIO), Araucanía (ARA)",900-1500 m.,-,-,-
Senecio subpubescens Cabrera,http://catalogoplantas.udec.cl/sites/default/files/2482_1.jpg,Asteraceae,"",Subarbusto,Nativa,"Maule (MAU), Ñuble (NUB), Biobío (BIO), Araucanía (ARA), Los Ríos (LRI), Los Lagos (LLA), Magallanes (MAG)",1000-1700 m.,Argentina,-,-
Senecio subulatus D. Don ex Hook. & Arn. var. salsus (Griseb.) Cabrera,http://catalogoplantas.udec.cl/sites/default/files/2483_1.jpg,Asteraceae,"Senecio diversifolius Phil., hom. illeg., Senecio salsus Griseb., Senecio subulatus D. Don ex Hook. & Arn. var. diversifolius (Phil.) Cabrera",Arbusto,Nativa,"Arica y Parinacota (AYP), Tarapacá (TAR), Antofagasta (ANT)",2500-4000 m.,Argentina y Bolivia,Chachakoma macho,-
Senecio subumbellatus Phil.,http://catalogoplantas.udec.cl/sites/default/files/2484_1.jpg,Asteraceae,"Senecio thermarum Phil., Senecio antirhinifolius Phil., Senecio linariifolius Poepp. ex DC. var. subdiscoideus DC., Senecio multicaulis Poepp., hom. illeg.",Subarbusto,Nativa,"Valparaíso (VAL), Metropolitana (RME), O'Higgins (LBO), Maule (MAU), Ñuble (NUB), Biobío (BIO), Araucanía (ARA), Los Ríos (LRI)",1500-3600 m.,Argentina,-,-
Senecio sundtii Phil.,http://catalogoplantas.udec.cl/sites/default/files/2485_1.jpg,Asteraceae,"",Subarbusto,Nativa,"Antofagasta (ANT), Atacama (ATA)",3600-4700 m.,Argentina y Bolivia,-,-
Senecio sylvaticus L.,-,Asteraceae,"",Hierba anual,Introducida,"Valparaíso (VAL), Maule (MAU), Ñuble (NUB), Biobío (BIO), Araucanía (ARA), Los Ríos (LRI), Los Lagos (LLA), Aysén (AIS)",-,-,-,-
Senecio tacorensis Cabrera,http://catalogoplantas.udec.cl/sites/default/files/2487_1.jpg,Asteraceae,Senecio olivaceobracteatus Ricardi & Martic.,Subarbusto,Nativa,"Arica y Parinacota (AYP), Tarapacá (TAR), Antofagasta (ANT)",3500-4200 m.,Bolivia y Perú,"Koya blanca, monte blanco, payakoa, kpa de cóndor",-
Senecio talquinus Phil.,http://catalogoplantas.udec.cl/sites/default/files/2488_1.jpg,Asteraceae,"",Subarbusto,Endémica,Maule (MAU),2100 m.,-,-,-
Senecio tehuelches (Speg.) Cabrera,http://catalogoplantas.udec.cl/sites/default/files/2489_1.jpg,Asteraceae,Senecio miser Hook.f. var. tehuelches Speg.,Subarbusto,Nativa,Aysén (AIS),400-1000 m.,Argentina,-,-
Senecio thurifer (Decne.) Pelser,-,Asteraceae,Robinsonia thurifera Decne.,Arbusto,Endémica,Juan Fernández (JFE),0-500 m.,-,-,-
Senecio tinctolobus I.M. Johnst.,http://catalogoplantas.udec.cl/sites/default/files/2491_1.jpg,Asteraceae,"",Subarbusto,Endémica,"Atacama (ATA), Coquimbo (COQ)",3000-4300 m.,-,-,-
Senecio tricuspidatus Hook. & Arn. var. dentatus (Sch. Bip.) Cabrera,-,Asteraceae,"Senecio ibari Phil., Senecio longipes Hook.f., Senecio longipes Hook.f. var. dentatus Sch. Bip., Senecio longipes Hook.f. var. integrifolius Sch. Bip.",Arbusto,Nativa,Magallanes (MAG),0-1200 m.,Argentina,-,-
Senecio tricuspidatus Hook. & Arn. var. tricuspidatus,http://catalogoplantas.udec.cl/sites/default/files/2493_1.jpg,Asteraceae,"Senecio nordenskjöldii O. Hoffm., Senecio nordenskjöldii O. Hoffm. var. simplicior O. Hoffm. ex Dusén",Arbusto,Nativa,"Aysén (AIS), Magallanes (MAG)",0-1200 m.,Argentina,-,-
Senecio trifidus Hook. & Arn.,http://catalogoplantas.udec.cl/sites/default/files/2494_1.jpg,Asteraceae,Senecio demissus Phil.,Subarbusto,Nativa,Metropolitana (RME),2700-4000 m.,Argentina,-,-
